,시도교육청,자료명,"파일명(활동명, 자료제목)",자료유형,활동 유형,학교급,시간(차시),과목명,환경교육역량,장소,환경주제,SDGs목표,교수학습방법,성취기준
233,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_18,"학생용 활동지, 학생용 교재",교육과정 연계,"중학교, 고등학교",1,"환경, 기타, 과학, 실과",환경 정보 활용 능력,일반교실,환경문화,일자리 증가와 경제성장,"조사, 놀이","[9과23-01] 과학과 관련된 직업의 종류와 하는 일을 조사하고, 과학기술의 발달로 생기는 미래 사회의 직업 변화를 예상할 수 있다.
[9기가03-10] 친환경 에너지 자원의 특성을 이해하고, 종류와 활용 사례를 조사하여 친환경 에너지 개발의 중요성을 인식한다.
[9기가01-07] 자기 이해를 기반으로 전 생애적 관점에서 진로 설계의 중요성을 인식하고, 자기 적성에 맞는 진로를 설계한다.
[10통과2-03-03] 인공지능 로봇, 사물인터넷 등과 같이 과학기술의 발전을 인간 삶과 환경 개선에 활용하는 사례를 찾고, 이러한 과학기술의 발전이 미래 사회에 미치는 유용성과 한계를 예측할 수 있다.
[12기환03-03] 탄소중립 사회를 이루기 위한 탄소 저감 관련 과학기술 개발 현황을 알아보고, 이의 적용 사례를 제시할 수 있다.
[12생과01-01] 과학적 원리가 적용된 생활용품, 서비스, 직업 등의 사례를 조사하여 발표하고, 과학기술 발달이 우리 생활에 미치는 영향을 설명할 수 있다."
234,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_19,"학생용 활동지, 학생용 교재",교육과정 연계,"중학교, 고등학교",1,"환경, 사회, 과학, 실과",환경 정보 활용 능력,일반교실,환경문화,일자리 증가와 경제성장,"조사, 놀이","[9과23-01] 과학과 관련된 직업의 종류와 하는 일을 조사하고, 과학기술의 발달로 생기는 미래 사회의 직업 변화를 예상할 수 있다.
[9기가03-10] 친환경 에너지 자원의 특성을 이해하고, 종류와 활용 사례를 조사하여 친환경 에너지 개발의 중요성을 인식한다.
[9기가01-07] 자기 이해를 기반으로 전 생애적 관점에서 진로 설계의 중요성을 인식하고, 자기 적성에 맞는 진로를 설계한다.
[10통과2-02-06] 에너지 효율의 의미와 중요성을 이해하고, 지속가능한 발전과 지구 환경 문제 해결에 신재생 에너지 기술을 활용하는 방안을 탐색할 수 있다
[12세지04-01] 세계 주요 에너지 자원의 생산과 소비 현황을 조사하고, 다양한 친환경 에너지원의 특징에 대한 이해를 바탕으로 지속가능한 에너지 생산 방안을 제시한다.
[12기환03-03] 탄소중립 사회를 이루기 위한 탄소 저감 관련 과학기술 개발 현황을 알아보고, 이의 적용 사례를 제시할 수 있다."
235,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_20,"학생용 활동지, 학생용 교재",교육과정 연계,"중학교, 고등학교",1,"환경, 사회, 과학",환경 정보 활용 능력,일반교실,환경문화,일자리 증가와 경제성장,조사,"[9과23-01] 과학과 관련된 직업의 종류와 하는 일을 조사하고, 과학기술의 발달로 생기는 미래 사회의 직업 변화를 예상할 수 있다.
[9환04-03] 온실가스의 종류와 특성을 알아보고, 온실가스 배출원과 배출량을 비교하여 인간 활동이 기후변화에 끼친 영향을 파악한다.
[9사(일사)12-03] 사회 변동과 사회문제에 대응하는 국내외의 사례들을 검토하고, 시민으로서 지녀야 할 태도와 실천 방안에 대해 토의한다.
[12인경04-03] 탄소 배출을 둘러싼 선진국과 개발 도상국의 경제 정책을 비교･평가하여 기후변화에 대응하여 지속가능한 발전을 이룰 수 있는 방안을 탐색한다.
[12생환04-03] 온실가스 배출 현황을 인간 활동의 사회적, 경제적, 정치적, 기술적 측면과 연결지어 탐구하여 기후변화의 원인을 다층적으로 인식한다.
[10통사2-05-02] 지구적 차원에서 에너지 자원의 분포와 소비 실태를 파악하고, 기후변화에 대한 대응과 지속가능한 발전을 위한 제도적 방안과 개인적 노력을 탐구한다."
236,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_21,"학생용 활동지, 학생용 교재",교육과정 연계,"중학교, 고등학교",1,"환경, 실과, 미술","시스템 사고, 환경 정보 활용 능력",일반교실,환경문화,"지속가능한 도시개발, 일자리 증가와 경제성장",강의,"[9기가04-03] 사용자 요구 및 주어진 환경과 조건을 충족하는 지속가능한 건설 구조물의 모형을 설계·제작 및 평가한다.
[9미01-04] 삶과 미술의 관계를 이해하고 다양한 분야와의 연결 방안을 모색할 수 있다.
[9과23-01] 과학과 관련된 직업의 종류와 하는 일을 조사하고, 과학기술의 발달로 생기는 미래 사회의 직업 변화를 예상할 수 있다.
[12생활02-06] 정치⋅경제, 사회⋅문화의 변화에 따른 주거 트렌드를 탐구하고 인간다운 주거환경을 실현할 수 있는 주거복지 정책을 제안한다.
[12기가01-05] 주생활문화에 반영된 미래 변화의 요소를 발견하고 이를 비판적으로 수용하여 안전한 주생활 문화를 영위하는 방안을 제안한다."
237,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_22,"학생용 활동지, 학생용 교재",교육과정 연계,"중학교, 고등학교",1,"환경, 사회, 실과",시스템 사고,일반교실,환경문화,"일자리 증가와 경제성장, 지속가능한 생산과 소비","조사, 강의","[9사(일사)12-03] 사회 변동과 사회문제에 대응하는 국내외의 사례들을 검토하고, 시민으로서 지녀야 할 태도와 실천 방안에 대해 토의한다.
[9기가02-10] 의식주 생활자원의 생산과 폐기 과정을 탐색하고, 일상생활에서 의식주 생활자원을 선택하는 과정과 그 결과를 성찰한다.
[9환05-01] 지속가능성의 의미를 이해하여 주거, 교통, 먹거리, 소비 등 일상생활에서 지속가능발전의 사례를 찾아보고, 창의적·개방적 태도로 지속가능한 미래 모습을 구상해 보며 자신의 견해를 제시한다.
[10통사1-03-03] 환경 문제 해결을 위한 정부, 시민사회, 기업 등의 다양한 노력을 조사하고, 생태시민으로서 실천 방안을 모색한다.
[12생환05-03] 음식, 주거, 교통, 생산과 소비 등에서 지속가능한 삶의 양식을 조사하고, 환경 정의 측면에서 지역, 국가, 국제 수준의 연대와 협력 활동을 살펴보며, 지속가능한 미래를 위한 개인적 사회적 차원의 활동에 주체적으로 참여한다."
238,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_23,참고자료,교육과정 연계,"중학교, 고등학교",1,"환경, 사회, 국어","시스템 사고, 환경감수성",일반교실,"지구환경, 환경문화",기후변화,강의,"[9사(지리)01-03] 세계의 변화가 지역에 영향을 미치고 지역의 변화가 세계에 영향을 미치는 사례를 조사한다.
[9환01-01] 일상생활이 환경에 미치는 영향과 환경이 일상생활에 미치는 영향을 조사하여 인간과 환경의 관계를 탐색하고, 환경에 대한 우리의 역할과 책임을 인식한다.
[9국06-05] 매체 자료의 재현 방식을 이해하고 광고나 홍보물을 분석한다.
[12기환03-04] 기후위기와 환경생태 변화에 대응하기 위한 국제사회의 노력을 알아보고, 민주 시민으로서 참여 방안을 제안할 수 있다.
[12세지04-02] 세계 주요 환경 문제의 유형과 실태를 설명하고, 생태 전환적 삶에 비추어 현재의 생활방식을 비판적으로 점검한다.
[12생환05-01] 지속가능발전목표(SDGs)를 분석하고, 행복한 삶의 기준에 대한 토론을 통해 지속가능한 사회를 만드는 다양한 방안을 탐색한다."
239,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_24,참고자료,교육과정 연계,"중학교, 고등학교",1,"환경, 국어, 사회, 도덕","시스템 사고, 환경감수성",일반교실,"지구환경, 환경문화",기후변화,강의,"[12독토01-01] 개인이나 공동체의 관심사를 고려하여 읽을 책을 선정한 후 질문을 생성하고 주체적으로 해석하며 책을 읽는다.
[12독토01-02] 대화, 토의, 토론 등 적절한 방법을 활용하여, 서로 다른 생각과 관점을 존중하며 독서 토론을 한다.
[12주탐01-06] 매체를 포함한 다양한 방법으로 주제 탐구 독서의 과정이나 결과를 사회적으로 공유하고 소통한다.
[12생환01-02] 다양한 환경관을 비교･분석하고, 윤리적 고려 범위가 인간에서 동물, 생명, 생태계로 확장되는 과정을 사회 변화 및 환경 변화와 연결지어 설명한다.
[12현윤02-03] 자연을 바라보는 동･서양의 관점을 비교･설명할 수 있으며 오늘날 환경 문제의 사례와 심각성을 조사하고, 이에 대한 윤리적 해결 방안을 제시할 수 있다.
[9도04-01] 인간 이외의 생명체를 도덕적으로 고려해야 하는 이유를 정당화하고, 생명을 가진 존재들이 겪는 고통에 공감하며 생명을 소중히 여기는 태도를 기른다.
[9국02-06] 동일한 화제를 다룬 여러 글이나 자료를 주제 통합적으로 읽는다.
[9사(일사)12-03] 사회 변동과 사회문제에 대응하는 국내외의 사례들을 검토하고, 시민으로서 지녀야 할 태도와 실천 방안에 대해 토의한다."
240,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_25,계기교육자료,교육과정 연계,"중학교, 고등학교",1,"환경, 사회, 과학","시스템 사고, 환경감수성",일반교실,"지구환경, 환경문화",기후변화,강의,"[9환04-05]  학교와 지역에서 실천할 수 있는 기후 행동을 계획하고 참여하며 그 결과를 성찰한다.
[9과18-01]  수권에서 해수, 담수, 빙하의 분포와 활용 사례를 조사하고, 자원으로서 물의 가치를 주제로 토론할 수 있다.
[12기환03-02]  기후변화에 따라 가속화되는 사막화, 대형산불, 지역적 가뭄과 홍수 등을 이해하고, 이를 극복하기 위한 인류의 노력에 대해 토의할 수 있다."
241,광주,지구를 위한 마지막 시간,광주_지구를 위한 마지막 시간_26,참고자료,교육과정 연계,"중학교, 고등학교",1,"환경, 사회","시스템 사고, 환경감수성",일반교실,"지구환경, 환경문화",기후변화,강의,"[9환04-05] 학교와 지역에서 실천할 수 있는 기후 행동을 계획하고 참여하며 그 결과를 성찰한다.
[9환01-04] 학교나 지역 환경 탐사를 통해 지역과 나의 관계를 이해하고, 탐사 결과를 다양한 매체와 방법으로 제시한다.
[12생환04-05] 기후변화 대응을 위해 우리나라와 자신의 지역에 적절한 방안과 과제가 무엇인지 도출하고, 학교와 지역을 위한 기후행동을 계획･이행하고 그 결과를 성찰한다.
[12기지04-01] 지속가능발전목표(SDGs)의 의미를 이해하고, 이의 실천과 관련한 지역 사례들을 조사하여 환경적, 경제적, 사회적 측면에서 통합적으로 분석한다."
242,광주,"지속가능한 지구, 빛고을 생활 1~2","광주_지속가능한 지구, 빛고을 생활(1~2)_1","학생용 교재, 학생용 활동지",교육과정 연계,초등학교(1~2),1,"통합 교과, 창의적 체험 활동, 환경","시스템 사고, 협동과공동체 역량","일반교실, 운동장(야외)",지구환경,기후변화,놀이,"[2바03-04] 공동체 속에서 지속가능성을 위한 삶의 방식을 찾아 실천한다.
[2바01-04] 생태환경에서 더불어 살기 위해 노력한다.
[2슬01-03] 주변의 장소, 사람, 인공물, 자연물 등과 맺고 있는 관계를 탐구한다."
243,광주,"지속가능한 지구, 빛고을 생활 1~2","광주_지속가능한 지구, 빛고을 생활(1~2)_2","학생용 교재, 학생용 활동지","교육과정 연계, 지역 연계",초등학교(1~2),4,"통합 교과, 창의적 체험 활동, 환경",환경감수성,운동장(야외),자연환경,육상생태계,"관찰, 놀이, 창작","[2슬01-02] 주변의 자연과 인공물의 모습, 특징 등을 오감을 사용하여 탐구한다.
[2즐01-03] 주변의 소리, 모양, 움직임 등에 관심을 가지고 표현한다.
[2슬01-03] 주변의 장소, 사람, 인공물, 자연물 등과 맺고 있는 관계를 탐구한다.
[2즐03-02] 다양한 신체 활동에 참여하며 생각과 느낌을 표현한다.
[2바01-04] 생태환경에서 더불어 살기 위해 노력한다."
